symbol	locus_name	acc_number	swiss-prot	sgd	sequence_length	3d	chromosome
FIN1	YDR130C	Q03898	FIN1_YEAST	S000002537	291	4	
FIP1	YJR093C	P45976	FIP1_YEAST	S000003853	327	(3)	10
FIR1;PIP1	YER032W	P40020	FIR1_YEAST	S000000834	876	5	
FIS1;MDV2	YIL065C	P40515	FIS1_YEAST	S000001327	155	(3)	9
FIT1	YDR534C	Q04433	FIT1_YEAST	S000002942	528	4	
FIT2	YOR382W	Q08906	FIT2_YEAST	S000005909	153	15	
FIT3	YOR383C	Q08907	FIT3_YEAST	S000005910	204	15	
FKH1	YIL131C	P40466	FKH1_YEAST	S000001393	484	9	
FKH2	YNL068C	P41813	FKH2_YEAST	S000005012	862	14	
FKS1;CND1;CWH53;ETG1;GLS1;GSC1;PBR1	YLR342W	P38631	FKS1_YEAST	S000004334	1876	12	
FKS3	YMR306W	Q04952	FKS3_YEAST	S000004923	1785	13	
FLC1;BOP1;HUF1	YPL221W	Q08967	FLC1_YEAST	S000006142	793	16	
FLC2	YAL053W	P39719	FLC2_YEAST	S000000049	783	1	
FLC3	YGL139W	P53121	FLC3_YEAST	S000003107	802	7	
FLO10	YKR102W	P36170	FLO10_YEAST	S000001810	1169	11	
FLO11;MAL5;MUC1;S1;S2	YIR019C	P08640	FLO11_YEAST	S000001458	1367	(3)	9
FLO1;FLO2;FLO4;FLO8	YAR050W	P32768	FLO1_YEAST	S000000084	1537	(3)	1
FLO5	YHR211W	P38894	FLO5_YEAST	S000001254	1075	(3)	8
FLO8;PDH5	YER109C	P40068	FLO8_YEAST	S000000911	799	5	
FLO9	YAL063C	P39712	FLO9_YEAST	S000000059	1322	1	
FLP1	R0010W	P03870	FLP_YEAST	S000029654	423	(3)	M
FLR1	YBR008C	P38124	FLR1_YEAST	S000000212	548	2	
FLX1	YIL134W	P40464	FLX1_YEAST	S000001396	311	9	
FMC1	YIL098C	P40491	FMC1_YEAST	S000001360	155	9	
FMN1	YDR236C	Q03778	RIFK_YEAST	S000002644	218	4	
FMO1	YHR176W	P38866	FMO1_YEAST	S000001219	432	8	
FMP10	YER182W	P40098	FMP10_YEAST	S000000984	244	5	
FMP16	YDR070C	Q12497	FMP16_YEAST	S000002477	93	4	
FMP23	YBR047W	P38231	FMP23_YEAST	S000000251	175	2	
FMP25	YLR077W	Q08023	FMP25_YEAST	S000004067	583	12	
FMP27	YLR454W	Q06179	FMP27_YEAST	S000004446	2628	12	
FMP30	YPL103C	Q02883	FMP30_YEAST	S000006024	468	16	
FMP32	YFL046W	P43557	FMP32_YEAST	S000001848	207	6	
FMP33	YJL161W	P46998	FMP33_YEAST	S000003697	180	10	
FMP40	YPL222W	Q08968	FMP40_YEAST	S000006143	688	16	
FMP41	YNL168C	P53889	FMP41_YEAST	S000005112	259	(3)	14
FMP42	YMR221C	Q04991	FMP42_YEAST	S000004834	504	13	
FMP45	YDL222C	Q07651	FMP45_YEAST	S000002381	309	4	
FMP46	YKR049C	P36141	FMP46_YEAST	S000001757	133	(3)	11
FMP48	YGR052W	P53233	FMP48_YEAST	S000003284	369	7	
FMP49	YER038W-A	A0A023PZB3	FMP49_YEAST	S000028746	126	5	
FMP52	YER004W	P40008	FMP52_YEAST	S000000806	231	5	
FMS1	YMR020W	P50264	FMS1_YEAST	S000004622	508	(3)	13
FMT1	YBL013W	P32785	FMT_YEAST	S000000109	401	2	
FOB1;HRM1	YDR110W	O13329	FOB1_YEAST	S000002517	566	4	
FOL1	YNL256W	P53848	FOL1_YEAST	S000005200	824	(3)	14
FOL2	YGR267C	P51601	GCH1_YEAST	S000003499	243	7	
FOL3	YMR113W	Q12676	FOLD_YEAST	S000004719	427	13	
FOX2	YKR009C	Q02207	FOX2_YEAST	S000001717	900	11	
FPK1	YNR047W	P53739	FPK1_YEAST	S000005330	893	14	
FPR1;FKB1;RBP1	YNL135C	P20081	FKBP_YEAST	S000005079	114	(3)	14
FPR2;FKB2	YDR519W	P32472	FKBP2_YEAST	S000002927	135	4	
FPR3;NPI46	YML074C	P38911	FKBP3_YEAST	S000004539	411	13	
FPR4	YLR449W	Q06205	FKBP4_YEAST	S000004441	392	(3)	12
FPS1	YLL043W	P23900	FPS1_YEAST	S000003966	669	12	
FRA1	YLL029W	Q07825	FRA1_YEAST	S000003952	749	12	
FRA2;AIM15	YGL220W	P53082	FRA2_YEAST	S000003188	120	7	
FRD1;FRDS;FRDS1	YEL047C	P32614	FRDS_YEAST	S000000773	470	5	
FRE1	YLR214W	P32791	FRE1_YEAST	S000004204	686	12	
FRE2	YKL220C	P36033	FRE2_YEAST	S000001703	711	11	
FRE3	YOR381W	Q08905	FRE3_YEAST	S000005908	711	15	
FRE4	YNR060W	P53746	FRE4_YEAST	S000005343	719	14	
FRE5	YOR384W	Q08908	FRE5_YEAST	S000005911	694	15	
FRE6	YLL051C	Q12473	FRE6_YEAST	S000003974	712	12	
FRE7	YOL152W	Q12333	FRE7_YEAST	S000005512	620	15	
FRE8	YLR047C	Q12209	FRE8_YEAST	S000004037	686	12	
FRK1	YPL141C	Q03002	FRK1_YEAST	S000006062	865	16	
FRM2	YCL026C-A	P37261	FRM2_YEAST	S000000589	193	(3)	3
FRQ1;NCS1	YDR373W	Q06389	NCS1_YEAST	S000002781	190	(3)	4
FRS1	YLR060W	P15624	SYFB_YEAST	S000004050	595	12	
FRS2	YFL022C	P15625	SYFA_YEAST	S000001872	503	6	
FRT1;HPH1	YOR324C	Q99332	HPH1_YEAST	S000005851	602	15	
FRT2;HPH2	YAL028W	P39734	HPH2_YEAST	S000000026	528	1	
FSF1	YOR271C	Q12029	FSF1_YEAST	S000005797	327	15	
FSH1	YHR049W	P38777	FSH1_YEAST	S000001091	243	(3)	8
FSH2	YMR222C	Q05015	FSH2_YEAST	S000004835	223	13	
FSH3	YOR280C	Q99369	FSH3_YEAST	S000005806	266	15	
FTH1	YBR207W	P38310	FTH1_YEAST	S000000411	465	2	
FTR1	YER145C	P40088	FTR1_YEAST	S000000947	404	5	
FUB1	YCR076C	P25659	FUB1_YEAST	S000000672	250	3	
FUI1	YBL042C	P38196	FUI1_YEAST	S000000138	639	2	
FUM1	YPL262W	P08417	FUMH_YEAST	S000006183	488	(3)	16
FUN12	YAL035W	P39730	IF2P_YEAST	S000000033	1002	(3)	1
FUN14	YAL008W	P18411	FUN14_YEAST	S000000006	198	1	
FUN19	YAL034C	P28003	FUN19_YEAST	S000002134	413	1	
FUN26	YAL022C	P31381	FUN26_YEAST	S000000020	517	1	
FUN30	YAL019W	P31380	FUN30_YEAST	S000000017	1131	1	
FUR1	YHR128W	P18562	UPP_YEAST	S000001170	216	8	
FUR4	YBR021W	P05316	FUR4_YEAST	S000000225	633	2	
FUS1	YCL027W	P11710	FUS1_YEAST	S000000532	512	3	
FUS2	YMR232W	Q05670	FUS2_YEAST	S000004845	677	13	
FUS3;DAC2	YBL016W	P16892	FUS3_YEAST	S000000112	353	(3)	2
FYV1	YDR024W	Q99341	FYV1_YEAST	S000002431	161	4	
FYV10;GID9	YIL097W	P40492	FYV10_YEAST	S000001359	516	9	
FYV12	YOR183W	Q08559	FYV12_YEAST	S000005709	129	15	
FYV4	YHR059W	P38783	FYV4_YEAST	S000001101	130	8	
FYV5	YCL058C	P25585	FYV5_YEAST	S000000563	152	3	
FYV6	YNL133C	P53913	FYV6_YEAST	S000005077	173	14	
FYV7	YLR068W	Q12247	FYV7_YEAST	S000004058	151	12	
FYV8	YGR196C	P46949	FYV8_YEAST	S000003428	817	7	
FZF1;SUL1	YGL254W	P32805	FZF1_YEAST	S000003223	299	7	
FZO1	YBR179C	P38297	FZO1_YEAST	S000000383	855	2	
GAA1;END2	YLR088W	P39012	GAA1_YEAST	S000004078	614	12	
GAB1;CDC91	YLR459W	P41733	CDC91_YEAST	S000004451	394	12	
GAC1	YOR178C	P28006	GAC1_YEAST	S000005704	793	15	
GAD1	YMR250W	Q04792	DCE_YEAST	S000004862	585	13	
GAL1	YBR020W	P04385	GAL1_YEAST	S000000224	528	(3)	2
GAL10	YBR019C	P04397	GAL10_YEAST	S000000223	699	(3)	2
GAL11;ABE1;MED15;RAR3;SDS4;SPT13	YOL051W	P19659	MED15_YEAST	S000005411	1081	(3)	15
GAL2;IMP1	YLR081W	P13181	GAL2_YEAST	S000004071	574	12	
GAL3	YDR009W	P13045	GAL3_YEAST	S000002416	520	(3)	4
GAL4	YPL248C	P04386	GAL4_YEAST	S000006169	881	(3)	16
GAL7	YBR018C	P08431	GAL7_YEAST	S000000222	366	2	
GAL80	YML051W	P04387	GAL80_YEAST	S000004515	435	(3)	13
GAL83;SPM1	YER027C	Q04739	GAL83_YEAST	S000000829	417	5	
GAP1	YKR039W	P19145	GAP1_YEAST	S000001747	602	11	
GAR1	YHR089C	P28007	GAR1_YEAST	S000001131	205	(3)	8
GAS1;GGP1	YMR307W	P22146	GAS1_YEAST	S000004924	559	13	
GAS2	YLR343W	Q06135	GAS2_YEAST	S000004335	555	(3)	12
GAS3	YMR215W	Q03655	GAS3_YEAST	S000004828	524	13	
GAS4	YOL132W	Q08271	GAS4_YEAST	S000005492	471	15	
GAS5	YOL030W	Q08193	GAS5_YEAST	S000005390	484	15	
GAT1	YFL021W	P43574	GAT1_YEAST	S000001873	510	6	
GAT2	YMR136W	P40209	GAT2_YEAST	S000004744	560	13	
GAT3	YLR013W	Q07928	GAT3_YEAST	S000004003	141	12	
GAT4	YIR013C	P40569	GAT4_YEAST	S000001452	121	9	
GBP2;RLF6	YCL011C	P25555	GBP2_YEAST	S000000517	427	(3)	3
GCD10;TIF33;TRM6	YNL062C	P41814	TRM6_YEAST	S000005006	478	(3)	14
GCD11;TIF213	YER025W	P32481	IF2G_YEAST	S000000827	527	(3)	5
GCD14;TRM61	YJL125C	P46959	TRM61_YEAST	S000003661	383	(3)	10
GCD1;TIF223;TRA3	YOR260W	P09032	EI2BG_YEAST	S000005786	578	15	
GCD2;TIF224	YGR083C	P12754	EI2BD_YEAST	S000003315	651	7	
GCD6;TIF225	YDR211W	P32501	EI2BE_YEAST	S000002619	712	(3)	4
GCD7;TIF222	YLR291C	P32502	EI2BB_YEAST	S000004282	381	12	
GCG1	YER163C	P32656	CHAC_YEAST	S000000965	232	5	
GCN1	YGL195W	P33892	GCN1_YEAST	S000003163	2672	7	
GCN20	YFR009W	P43535	GCN20_YEAST	S000001905	752	6	
GCN2;AAS1	YDR283C	P15442	GCN2_YEAST	S000002691	1659	(3)	4
GCN3;AAS2;TIF221	YKR026C	P14741	EI2BA_YEAST	S000001734	305	11	
GCN4;AAS3;ARG9	YEL009C	P03069	GCN4_YEAST	S000000735	281	(3)	5
GCN5;ADA4;SWI9	YGR252W	Q03330	GCN5_YEAST	S000003484	439	(3)	7
GCR1;SIT3	YPL075W	P07261	GCR1_YEAST	S000005996	785	16	
GCR2	YNL199C	Q01722	GCR2_YEAST	S000005143	534	14	
GCS1	YDL226C	P35197	GCS1_YEAST	S000002385	352	(3)	4
GCV1	YDR019C	P48015	GCST_YEAST	S000002426	400	4	
GCV2;GSD2	YMR189W	P49095	GCSP_YEAST	S000004801	1034	13	
GCV3	YAL044C	P39726	GCSH_YEAST	S000000042	170	1	
GCY1;GCY	YOR120W	P14065	GCY1_YEAST	S000005646	312	15	
GDA1	YEL042W	P32621	GDA1_YEAST	S000000768	518	5	
GDB1	YPR184W	Q06625	GDE_YEAST	S000006388	1536	16	
GDE1	YPL110C	Q02979	GDE1_YEAST	S000006031	1223	16	
GDH1;URE1	YOR375C	P07262	DHE4_YEAST	S000005902	454	15	
GDH2	YDL215C	P33327	DHE2_YEAST	S000002374	1092	4	
GDH3	YAL062W	P39708	DHE5_YEAST	S000000058	457	1	
GDI1;SEC19	YER136W	P39958	GDI1_YEAST	S000000938	451	(3)	5
GDS1	YOR355W	P41913	GDS1_YEAST	S000005882	522	15	
GDT1	YBR187W	P38301	GDT1_YEAST	S000000391	280	2	
GEA1	YJR031C	P47102	GEA1_YEAST	S000003792	1408	(3)	10
GEA2	YEL022W	P39993	GEA2_YEAST	S000000748	1459	(3)	5
GEF1;CLCY1	YJR040W	P37020	GEF1_YEAST	S000003801	779	10	
GEM1	YAL048C	P39722	GEM1_YEAST	S000000046	662	1	
GEP3;AIM40;FMP48	YOR205C	Q08622	GEP3_YEAST	S000005731	556	15	
GEP4	YHR100C	P38812	GEP4_YEAST	S000001142	185	8	
GEP5;RRG5	YLR091W	Q12393	GEP5_YEAST	S000004081	293	12	
GEP7	YGL057C	P53171	GEP7_YEAST	S000003025	287	7	
GET1;MDM39	YGL020C	P53192	GET1_YEAST	S000002988	235	(3)	7
GET2;HUR2;RMD7	YER083C	P40056	GET2_YEAST	S000000885	285	(3)	5
GET3;ARR4	YDL100C	Q12154	GET3_YEAST	S000002258	354	(3)	4
GET4	YOR164C	Q12125	GET4_YEAST	S000005690	312	(3)	15
GEX1	YCL073C	P25596	GEX1_YEAST	S000000575	615	3	
GEX2	YKR106W	P36173	GEX2_YEAST	S000001814	615	11	
GFA1	YKL104C	P14742	GFA1_YEAST	S000001587	717	11	
GFD1	YMR255W	Q04839	GFD1_YEAST	S000004868	188	(3)	13
GFD2	YCL036W	P25370	GFD2_YEAST	S000000541	566	3	
GGA1	YDR358W	Q06336	GGA1_YEAST	S000002766	557	(3)	4
GGA2	YHR108W	P38817	GGA2_YEAST	S000001150	585	(3)	8
GGC1;SHM1;YHM1	YDL198C	P38988	GGC1_YEAST	S000002357	300	4	
GIC1	YHR061C	P38785	GIC1_YEAST	S000001103	314	8	
GIC2	YDR309C	Q06648	GIC2_YEAST	S000002717	383	4	
GID7;MOH2	YCL039W	P25569	GID7_YEAST	S000000544	745	3	
GID8;DCR1	YMR135C	P40208	GID8_YEAST	S000004742	455	13	
GIM3;PFD4	YNL153C	P53900	PFD4_YEAST	S000005097	129	14	
GIM4;PFD2	YEL003W	P40005	PFD2_YEAST	S000000729	111	5	
GIM5;PFD5	YML094W	Q04493	PFD5_YEAST	S000004559	163	13	
GIN4	YDR507C	Q12263	GIN4_YEAST	S000002915	1142	4	
GIP1	YBR045C	P38229	GIP1_YEAST	S000000249	639	2	
GIP2	YER054C	P40036	GIP2_YEAST	S000000856	548	5	
GIP3	YPL137C	Q03016	GIP3_YEAST	S000006058	1276	16	
GIP4;FUN21	YAL031C	P39732	GIP4_YEAST	S000000029	760	1	
GIR2;DFRP2	YDR152W	Q03768	GIR2_YEAST	S000002559	265	4	
GIS1	YDR096W	Q03833	GIS1_YEAST	S000002503	894	4	
GIS2	YNL255C	P53849	GIS2_YEAST	S000005199	153	14	
GIS3	YLR094C	Q12418	GIS3_YEAST	S000004084	502	12	
GIS4	YML006C	Q04233	GIS4_YEAST	S000004465	774	13	
GIT1	YCR098C	P25346	GIT1_YEAST	S000000695	518	3	
GLC3	YEL011W	P32775	GLGB_YEAST	S000000737	704	5	
GLC7;CID1;DIS2	YER133W	P32598	PP12_YEAST	S000000935	312	5	
GLC8	YMR311C	P41818	GLC8_YEAST	S000004928	229	13	
GLE1;BRR3;RSS1	YDL207W	Q12315	GLE1_YEAST	S000002366	538	(3)	4
GLE2;RAE1	YER107C	P40066	GLE2_YEAST	S000000909	365	5	
GLG1	YKR058W	P36143	GLG1_YEAST	S000001766	616	11	
GLG2	YJL137C	P47011	GLG2_YEAST	S000003673	380	10	
GLK1;HOR3	YCL040W	P17709	HXKG_YEAST	S000000545	500	3	
GLN1	YPR035W	P32288	GLNA_YEAST	S000006239	370	(3)	16
GLN3	YER040W	P18494	GLN3_YEAST	S000000842	730	5	
GLN4	YOR168W	P13188	SYQ_YEAST	S000005694	809	(3)	15
GLO1	YML004C	P50107	LGUL_YEAST	S000004463	326	13	
GLO2	YDR272W	Q05584	GLO2_YEAST	S000002680	274	4	
GLO3	YER122C	P38682	GLO3_YEAST	S000000924	493	5	
GLO4;GER1	YOR040W	Q12320	GLO4_YEAST	S000005566	285	15	
GLR1	YPL091W	P41921	GSHR_YEAST	S000006012	483	(3)	16
GLT1	YDL171C	Q12680	GLT1_YEAST	S000002330	2145	4	
GLY1	YEL046C	P37303	GLY1_YEAST	S000000772	387	5	
GMC1	YDR506C	Q04399	GMC1_YEAST	S000002914	608	4	
GMC2	YLR445W	Q06201	GMC2_YEAST	S000004437	188	12	
GMH1;MSG1	YKR030W	P36125	GMH1_YEAST	S000001738	273	11	
GNA1;PAT1	YFL017C	P43577	GNA1_YEAST	S000001877	159	(3)	6
GND1	YHR183W	P38720	6PGD1_YEAST	S000001226	489	(3)	8
GND2	YGR256W	P53319	6PGD2_YEAST	S000003488	492	7	
GNP1	YDR508C	P48813	GNP1_YEAST	S000002916	663	4	
GNT1	YOR320C	Q12096	GNT1_YEAST	S000005847	491	15	
GON7;LDB6;PCC2	YJL184W	P46984	GON7_YEAST	S000003720	123	(3)	10
GOR1	YNL274C	P53839	GOR1_YEAST	S000005218	350	14	
GOS1	YHL031C	P38736	GOSR1_YEAST	S000001023	223	8	
GOT1	YMR292W	Q03554	GOT1_YEAST	S000004906	138	13	
GPA1;CDC70;DAC1;SCG1	YHR005C	P08539	GPA1_YEAST	S000001047	472	(3)	8
GPA2;SSP101	YER020W	P10823	GPA2_YEAST	S000000822	449	5	
GPB1;KRH2	YOR371C	Q08886	GPB1_YEAST	S000005898	897	15	
GPB2;KRH1	YAL056W	P39717	GPB2_YEAST	S000000052	880	1	
GPD1;DAR1;HOR1;OSG1	YDL022W	Q00055	GPD1_YEAST	S000002180	391	(3)	4
GPD2;GPD3	YOL059W	P41911	GPD2_YEAST	S000005420	440	15	
GPG1	YGL121C	P53130	GPG1_YEAST	S000003089	126	7	
GPH1	YPR160W	P06738	PHSG_YEAST	S000006364	902	(3)	16
GPI1	YGR216C	P53306	GPI1_YEAST	S000003448	609	7	
GPI10	YGL142C	P30777	GPI10_YEAST	S000003110	616	7	
GPI11	YDR302W	Q06636	GPI11_YEAST	S000002710	219	4	
GPI12	YMR281W	P23797	GPI12_YEAST	S000004894	304	13	
GPI13;MPC1	YLL031C	Q07830	GPI13_YEAST	S000003954	1017	12	
GPI14;PMH1	YJR013W	P47088	GPI14_YEAST	S000003774	403	10	
GPI15	YNL038W	P53961	GPI15_YEAST	S000004983	229	14	
GPI16	YHR188C	P38875	GPI16_YEAST	S000001231	610	8	
GPI17	YDR434W	Q04080	GPI17_YEAST	S000002842	534	4	
GPI18	YBR004C	P38211	GPI18_YEAST	S000000208	433	2	
GPI19	YDR437W	Q04082	GPI19_YEAST	S000002845	140	4	
GPI2;GCR4	YPL076W	P46961	GPI2_YEAST	S000005997	280	16	
GPI8	YDR331W	P49018	GPI8_YEAST	S000002739	411	4	
GPM1;GPM	YKL152C	P00950	PMG1_YEAST	S000001635	247	(3)	11
GPM2	YDL021W	Q12008	PMG2_YEAST	S000002179	311	4	
GPM3	YOL056W	Q12326	PMG3_YEAST	S000005417	303	15	
GPN2	YOR262W	Q08726	GPN2_YEAST	S000005788	347	15	
GPN3	YLR243W	Q06543	GPN3_YEAST	S000004233	272	12	
GPP1;RHR2	YIL053W	P41277	GPP1_YEAST	S000001315	250	(3)	9
GPP2;HOR2	YER062C	P40106	GPP2_YEAST	S000000864	250	5	
GPR1	YDL035C	Q12361	GPR1_YEAST	S000002193	961	4	
GPT2;GAT1	YKR067W	P36148	GPT2_YEAST	S000001775	743	11	
GPX1	YKL026C	P36014	GPX1_YEAST	S000001509	167	11	
GPX2	YBR244W	P38143	GPX2_YEAST	S000000448	162	2	
GRC3	YLL035W	Q07845	GRC3_YEAST	S000003958	632	12	
GRE1	YPL223C	Q08969	GRE1_YEAST	S000006144	168	16	
GRE2	YOL151W	Q12068	GRE2_YEAST	S000005511	342	(3)	15
GRE3	YHR104W	P38715	GRE3_YEAST	S000001146	327	8	
GRH1	YDR517W	Q04410	GRH1_YEAST	S000002925	372	4	
GRR1;CAT80;COT2	YJR090C	P24814	GRR1_YEAST	S000003850	1151	10	
GRS1	YBR121C	P38088	SYG_YEAST	S000000325	690	2	
GRS2	YPR081C	Q06817	SYG2_YEAST	S000006285	618	16	
GRX1	YCL035C	P25373	GLRX1_YEAST	S000000540	110	(3)	3
GRX2;TTR;TTR1	YDR513W	P17695	GLRX2_YEAST	S000002921	143	(3)	4
GRX3	YDR098C	Q03835	GLRX3_YEAST	S000002505	250	(3)	4
GRX4	YER174C	P32642	GLRX4_YEAST	S000000976	244	5	
GRX5	YPL059W	Q02784	GLRX5_YEAST	S000005980	150	(3)	16
GRX6	YDL010W	Q12438	GLRX6_YEAST	S000002168	231	(3)	4
GRX7;GRX6	YBR014C	P38068	GLRX7_YEAST	S000000218	203	2	
GRX8	YLR364W	Q05926	GLRX8_YEAST	S000004356	109	(3)	12
GSC2;FKS2;GLS2	YGR032W	P40989	FKS2_YEAST	S000003264	1895	7	
GSF2;ECM6;EFF2	YML048W	Q04697	GSF2_YEAST	S000004511	403	13	
GSH1	YJL101C	P32477	GSH1_YEAST	S000003637	678	(3)	10
GSH2	YOL049W	Q08220	GSHB_YEAST	S000005409	491	(3)	15
GSM1	YJL103C	P42950	GSM1_YEAST	S000003639	618	10	
GSP1;CNR1;CST17	YLR293C	P32835	GSP1_YEAST	S000004284	219	(3)	12
GSP2;CNR2	YOR185C	P32836	GSP2_YEAST	S000005711	220	15	
GSY1	YFR015C	P23337	GYS1_YEAST	S000001911	708	6	
GSY2	YLR258W	P27472	GYS2_YEAST	S000004248	705	(3)	12
GTB1	YDR221W	Q04924	GLU2B_YEAST	S000002629	702	4	
GTF1	YGR102C	P53260	GATF_YEAST	S000003334	183	(3)	7
GTO1	YGR154C	P48239	GTO1_YEAST	S000003386	356	7	
GTO3	YMR251W	Q04806	GTO3_YEAST	S000004863	366	13	
GTR1	YML121W	Q00582	GTR1_YEAST	S000004590	310	(3)	13
GTR2	YGR163W	P53290	GTR2_YEAST	S000003395	341	(3)	7
GTS1;LSR1	YGL181W	P40956	GTS1_YEAST	S000003149	396	7	
GTT1	YIR038C	P40582	GST1_YEAST	S000001477	234	9	
GTT2	YLL060C	Q12390	GST2_YEAST	S000003983	233	(3)	12
GTT3	YEL017W	P39996	GTT3_YEAST	S000000743	337	5	
GUA1	YMR217W	P38625	GUAA_YEAST	S000004830	525	13	
GUD1	YDL238C	Q07729	GUAD_YEAST	S000002397	489	4	
GUF1	YLR289W	P46943	GUF1_YEAST	S000004280	645	12	
GUK1	YDR454C	P15454	KGUA_YEAST	S000002862	187	(3)	4
GUP1	YGL084C	P53154	GUP1_YEAST	S000003052	560	7	
GUP2	YPL189W	Q08929	GUP2_YEAST	S000006110	609	16	
GUS1	YGL245W	P46655	SYEC_YEAST	S000003214	708	(3)	7
GUT1	YHL032C	P32190	GLPK_YEAST	S000001024	709	8	
GUT2	YIL155C	P32191	GPDM_YEAST	S000001417	649	9	
GVP36	YIL041W	P40531	GVP36_YEAST	S000001303	326	9	
GWT1	YJL091C	P47026	GWT1_YEAST	S000003627	490	10	
GYL1;APP2	YMR192W	Q04322	GYL1_YEAST	S000004804	720	13	
GYP1	YOR070C	Q08484	GYP1_YEAST	S000005596	637	(3)	15
GYP5	YPL249C	Q12344	GYP5_YEAST	S000006170	894	16	
GYP6	YJL044C	P32806	GYP6_YEAST	S000003580	458	10	
GYP7	YDL234C	P48365	GYP7_YEAST	S000002393	746	4	
GYP8	YFL027C	P43570	GYP8_YEAST	S000001867	497	6	
GZF3	YJL110C	P42944	GZF3_YEAST	S000003646	551	10	
HAA1	YPR008W	Q12753	HAA1_YEAST	S000006212	694	16	
HAC1;ERN4;IRE15;IRE2	YFL031W	P41546	HAC1_YEAST	S000001863	238	6	
HAL1	YPR005C	Q01766	HAL1_YEAST	S000006209	294	16	
HAL5	YJL165C	P38970	HAL5_YEAST	S000003701	855	10	
HAL9	YOL089C	Q12180	HAL9_YEAST	S000005449	1030	15	
HAM1	YJR069C	P47119	ITPA_YEAST	S000003830	197	10	
HAP1;CYP1	YLR256W	P0CE41	HAP1_YEAST	S000004246	1502	12	
HAP2	YGL237C	P06774	HAP2_YEAST	S000003206	265	7	
HAP3	YBL021C	P13434	HAP3_YEAST	S000000117	144	2	
HAP4	YKL109W	P14064	HAP4_YEAST	S000001592	554	11	
HAP5	YOR358W	Q02516	HAP5_YEAST	S000005885	242	15	
HAS1	YMR290C	Q03532	HAS1_YEAST	S000004903	505	13	
HAT1	YPL001W	Q12341	HAT1_YEAST	S000005922	374	(3)	16
HAT2	YEL056W	P39984	HAT2_YEAST	S000000782	401	(3)	5
HBN1	YCL026C-B	Q96VH4	HBN1_YEAST	S000007548	193	3	
HBS1	YKR084C	P32769	HBS1_YEAST	S000001792	611	(3)	11
HBT1;Crem	YDL223C	Q07653	HBT1_YEAST	S000002382	1046	4	
HCA4;DBP4;ECM24	YJL033W	P20448	DBP4_YEAST	S000003570	770	10	
HCH1	YNL281W	P53834	HCH1_YEAST	S000005225	153	14	
HCM1	YCR065W	P25364	HCM1_YEAST	S000000661	564	3	
HCR1	YLR192C	Q05775	EIF3J_YEAST	S000004182	265	12	
HCS1;DIP1	YKL017C	P34243	HCS1_YEAST	S000001500	683	11	
HDA1	YNL021W	P53973	HDA1_YEAST	S000004966	706	14	
HDA2;PLO2	YDR295C	Q06629	HDA2_YEAST	S000002703	674	4	
HDA3;PLO1	YPR179C	Q06623	HDA3_YEAST	S000006383	655	(3)	16
HED1	YDR014W-A	Q03937	HED1_YEAST	S000113613	162	4	
HEF3;YEF3B;ZRG7	YNL014W	P53978	EF3B_YEAST	S000004959	1044	14	
HEH2	YDR458C	Q03281	HEH2_YEAST	S000002866	663	(3)	4
HEK2;KHD1	YBL032W	P38199	HEK2_YEAST	S000000128	381	2	
HEL1	YKR017C	P36113	HEL1_YEAST	S000001725	551	11	
HEL2	YDR266C	Q05580	HEL2_YEAST	S000002674	639	4	
HEM12;HEM6;POP3	YDR047W	P32347	DCUP_YEAST	S000002454	362	4	
HEM13	YDR044W	P11353	HEM6_YEAST	S000002451	328	(3)	4
HEM14	YER014W	P40012	PPOX_YEAST	S000000816	539	5	
HEM15	YOR176W	P16622	HEMH_YEAST	S000005702	393	(3)	15
HEM1;CYD1	YDR232W	P09950	HEM1_YEAST	S000002640	548	4	
HEM2	YGL040C	P05373	HEM2_YEAST	S000003008	342	(3)	7
HEM25	YDL119C	Q07534	S2538_YEAST	S000002277	307	4	
HEM3	YDL205C	P28789	HEM3_YEAST	S000002364	327	4	
HEM4;ORF1	YOR278W	P06174	HEM4_YEAST	S000005804	275	15	
HER1	YOR227W	Q12276	HER1_YEAST	S000005753	1246	15	
HER2;GEP6;LRC6	YMR293C	Q03557	GATA_YEAST	S000004907	464	(3)	13
HES1;OSH5	YOR237W	P35843	HES1_YEAST	S000005763	434	15	
HFA1	YMR207C	P32874	HFA1_YEAST	S000004820	2273	13	
HFD1	YMR110C	Q04458	HFD1_YEAST	S000004716	532	13	
HFI1;ADA1;SUP110	YPL254W	Q12060	HFI1_YEAST	S000006175	488	16	
HFM1;MER3	YGL251C	P51979	HFM1_YEAST	S000003220	1187	7	
HGH1	YGR187C	P48362	HGH1_YEAST	S000003419	394	7	
HHF1	YBR009C	P02309	H4_YEAST	S000000213	103	(3)	2
HHF2	YNL030W	P02309	H4_YEAST	S000004975	103	(3)	14
HHO1	YPL127C	P53551	H1_YEAST	S000006048	258	(3)	16
HHT1	YBR010W	P61830	H3_YEAST	S000000214	136	(3)	2
HHT2;SIN2	YNL031C	P61830	H3_YEAST	S000004976	136	(3)	14
HHY1	YEL059W	P39982	HHY1_YEAST	S000000785	102	5	
HIF1	YLL022C	Q12373	HIF1_YEAST	S000003945	385	(3)	12
HIM1	YDR317W	Q06674	HIM1_YEAST	S000002725	414	4	
HIP1	YGR191W	P06775	HIP1_YEAST	S000003423	603	7	
